block_focus,keystroke_intervals_mean,burstiness,scroll_rate,idle_time_percent,microEMA,sleep_hours_prev_night,action,reward
0.9293759891275858,177.67831927247357,0.5824226582072465,46,77.07806182638798,0.6379542626847388,9,evening,0.8419494711947316
0.5567628930139298,209.7044996449154,0.7480731794295321,83,0.28812516656145926,0.8336431341439584,9,evening,0.6398269653529383
0.5716126894698998,253.6815874929886,0.8117697880901376,81,85.89566854206295,0.49943176986683535,5,afternoon,0.5499584135889805
0.2799790936602842,148.674235029447,0.6564786073315027,17,18.60230000056656,0.5350255045989328,8,evening,0.35649301694187874
0.7694929331919369,206.64848370734381,0.12809574636620003,65,55.20693646533778,0.14438763213366723,6,morning,0.5819613428744559
0.18704374855752337,164.99395925304134,0.3382675059944984,67,41.579750068745014,0.7839873586893554,8,afternoon,0.366126831597073
0.3236792364042437,259.7523314462421,0.9280836403260497,93,71.96538166105304,0.41938961166697164,9,morning,0.35239234898306204
0.4254364386164168,123.84065476081126,0.22461561184385193,32,37.116161478574185,0.5000801182715826,8,morning,0.44782954251296647
0.507610378684455,172.05390763642058,0.3721670238375133,35,86.97631766817108,0.7850977140957076,4,evening,0.5908565793078308
0.24240973241508024,218.86059375322606,0.432076882944196,81,73.04963609587902,0.598845400079439,6,evening,0.34934043271438786
0.11483682473920354,278.27620146171705,0.4394049896944522,18,64.77131710629214,0.20109872744266744,7,morning,0.1407153955502427
0.6106200424416326,196.71248694635062,0.6129395824945255,27,79.62405955628543,0.5902326591508927,4,morning,0.6045038274544106
0.28863055324025577,172.2400236653401,0.9430758377447076,39,75.40230349283823,0.40763285797965576,7,afternoon,0.32433124466207575
0.5812382214226123,294.0578534720295,0.24069271183250496,83,3.5938674921553337,0.46952554204386265,5,evening,0.5477244176089874
0.1543627152742023,127.5993049791878,0.12150137630091806,96,39.47343538448281,0.028311274402667785,7,afternoon,0.11654728301274195
0.4811401018548175,90.0597021689959,0.19747048985993731,75,93.08072973164899,0.2100293495162816,8,afternoon,0.39980687615325666
0.5325894325515859,222.00072250266663,0.8869249002092695,14,12.572426899222622,0.28103808138102826,7,afternoon,0.45712402720041856
0.05182353682242691,174.89728878236946,0.645810812655206,40,73.70965504320512,0.7129600078588058,9,morning,0.25016447813334053
0.3366042781939206,148.93835914346434,0.28590678923916013,38,97.45918113353297,0.011492473298115313,4,afternoon,0.23907073672517898
0.13441467693897424,235.41782236496766,0.8159469389686173,1,5.219862904497163,0.40877726122913205,4,afternoon,0.21672345222602157
0.06337497047276774,212.19003568855993,0.861369996363436,62,68.21938806266104,0.9240268704257328,7,morning,0.32157054045865724
0.9899602323899452,171.79606846316358,0.846514338690278,28,46.815414130103036,0.11188061654912385,4,evening,0.7265363476376987
0.32235384497472297,135.9847800664553,0.9189265336395545,73,57.917525537472216,0.516424388218611,9,evening,0.38057500794788934
0.8098744458546349,243.62286641400723,0.2522410201733616,65,8.534133648432485,0.786522382390847,4,afternoon,0.8028688268154984
0.25464065476376385,232.51005889793305,0.7550419287462783,50,4.3006951866939485,0.9425313075201167,7,morning,0.46100785059066973
0.6815027222239293,195.04120681103086,0.46053949727414,74,66.68666605509218,0.746776639533718,6,evening,0.7010848974168659
0.7602278598896866,292.3318498023833,0.8419985528900615,76,82.33094298207179,0.7205655486444061,6,afternoon,0.7483291665161024
0.5956387406078443,146.49576168369236,0.7284906771616132,9,78.20153349329672,0.8264880901957624,5,afternoon,0.6648935454842198
0.47157618855015837,123.72374145376305,0.7764474464997246,13,54.38057278662374,0.44620122097754367,4,morning,0.4639636982783739
0.41184091414726853,165.40459650593777,0.6561618376810715,81,9.986682113617817,0.8058445326178331,7,afternoon,0.5300419996884378
0.3488682665429953,197.7206991822251,0.17742876946970687,50,68.80444438360138,0.007964404745451126,4,evening,0.24659710800373205
0.9295291442478258,212.16697246613458,0.5450269188969383,72,24.188888355414594,0.9245610553768049,8,morning,0.9280387175865195
0.8306194077877291,187.9381971071835,0.9846697395245082,38,91.10687027673836,0.4433065095171753,9,evening,0.714425538306563
0.9650269106665126,217.60276982571483,0.9373880664971189,27,83.82653595457049,0.5533801878657476,4,evening,0.8415328938262829
0.12429722348554473,137.4230287904778,0.04317373579701167,2,70.93829670873909,0.2548822489148823,4,evening,0.163472731114346
0.7308674752036443,272.18823020366295,0.16481481572943713,83,94.88459558311304,0.7425308328404214,6,afternoon,0.7343664824946774
0.9383404568210378,195.89244108037155,0.1317287734545619,69,3.142182151127293,0.07663580647524881,9,afternoon,0.6798290617173011
0.18123306616566015,255.8647915794064,0.7259799099852955,26,73.6200425060762,0.8726358025468353,7,evening,0.3886538870800127
0.0664962673667775,217.13626731888522,0.8177853298569451,1,33.02427793364053,0.8281168290063428,4,evening,0.29498243585864703
0.741120649290059,222.8376609576892,0.2135113663106719,92,90.60658856863652,0.2160601162447664,6,morning,0.5836024893764713
0.5744731131799119,228.4883640116102,0.505852692951829,37,26.66751966619776,0.8093243982852624,5,morning,0.644928498711517
0.8418287767582721,222.38542800086574,0.8407030280112,2,72.48564993150171,0.7863577330614815,9,afternoon,0.8251874636492349
0.1397723766262895,232.1361379933772,0.7328015447662506,15,87.76470196507815,0.632216597753949,6,afternoon,0.28750564296458736
0.7952673118598902,266.4576265066216,0.5422372054918483,93,4.165681838268243,0.37352017689968753,6,morning,0.6687431713718294
0.20162732004774453,209.8260584850735,0.5903476904587729,39,39.764757959203614,0.27149875418186786,6,evening,0.22258875028798153
0.1636559428657045,235.4501878794256,0.50836054691628,1,76.23090320219387,0.23178359028935003,4,afternoon,0.18409423709279815
0.16426579793099294,195.51321528563867,0.2975484513188206,80,45.49188895075871,0.3186089627636072,4,evening,0.2105687473807772
0.8145747202313821,272.0058607724736,0.5650219928590161,40,26.72526297935953,0.9035584434325303,5,morning,0.8412698371917267
0.6651972206962001,166.1803848970365,0.6888853020500907,11,21.980534882319002,0.07764077598878127,8,afternoon,0.4889302872839745
0.5230654247691193,290.0470216455408,0.8733229158608077,34,13.15182669163779,0.8288712762529586,8,afternoon,0.614807180214271
0.3588304841235025,197.99210246778284,0.6362913539792481,64,85.71295598562823,0.34889007504182357,8,morning,0.3558483613989988
0.8772005408131083,128.4612448940976,0.761121537043158,54,57.5355403251556,0.5215993960113582,9,afternoon,0.7705201973725831
0.3924451074226354,206.40522074553945,0.160071634954573,44,7.638494499145598,0.7944856336484907,9,morning,0.513057265290392
0.8165994394715771,165.94741712625597,0.4615574744197899,78,38.25803235706354,0.8843765470229713,5,afternoon,0.8369325717369953
0.4391349085702184,242.0321774494362,0.009331619827093296,89,36.77336508051099,0.344781420072647,9,morning,0.410828862020947
0.3769444294249076,167.36880103488045,0.24667886452162302,84,18.173919070946297,0.4618434812751103,8,afternoon,0.4024141449799684
0.46267978566960644,177.690828339261,0.7264617151130048,61,43.550762547219065,0.41451606481679226,8,evening,0.44823066941376216
0.3013778741641421,105.52296345272345,0.9918099513493635,48,33.209936539313645,0.013251033503910548,6,evening,0.21493982196607261
0.7476093801762511,177.38468403754615,0.0991780995872159,94,34.18037054921825,0.2959428888586566,9,evening,0.6121094327809727
0.5027203900924792,78.80603366855216,0.40149431586128825,24,73.90265577879586,0.4591892337325618,4,afternoon,0.4896610431845039
0.2322126951468173,120.80485882571384,0.8000709686991595,22,22.32633855051963,0.4110936088804398,4,afternoon,0.28587696926690404
