block_focus,keystroke_intervals_mean,burstiness,scroll_rate,idle_time_percent,microEMA,sleep_hours_prev_night,action,reward
0.9293759891275858,177.67831927247357,0.5824226582072465,46.0,77.07806182638798,0.6379542626847388,9.0,evening,0.8419494711947316
0.5567628930139298,209.7044996449154,0.7480731794295321,83.0,0.2881251665614592,0.8336431341439584,9.0,evening,0.6398269653529383
0.5716126894698998,253.6815874929886,0.8117697880901376,81.0,85.89566854206295,0.4994317698668353,5.0,afternoon,0.5499584135889805
0.2799790936602842,148.674235029447,0.6564786073315027,17.0,18.60230000056656,0.5350255045989328,8.0,evening,0.3564930169418787
0.7694929331919369,206.6484837073438,0.1280957463662,65.0,55.20693646533778,0.1443876321336672,6.0,morning,0.5819613428744559
0.1870437485575233,164.99395925304134,0.3382675059944984,67.0,41.57975006874501,0.7839873586893554,8.0,afternoon,0.366126831597073
0.3236792364042437,259.7523314462421,0.9280836403260496,93.0,71.96538166105304,0.4193896116669716,9.0,morning,0.352392348983062
0.4254364386164168,123.84065476081126,0.2246156118438519,32.0,37.116161478574185,0.5000801182715826,8.0,morning,0.4478295425129664
0.507610378684455,172.05390763642058,0.3721670238375133,35.0,86.97631766817108,0.7850977140957076,4.0,evening,0.5908565793078308
0.2424097324150802,218.86059375322608,0.432076882944196,81.0,73.04963609587902,0.598845400079439,6.0,evening,0.3493404327143878
0.1148368247392035,278.27620146171705,0.4394049896944522,18.0,64.77131710629214,0.2010987274426674,7.0,morning,0.1407153955502427
0.6106200424416326,196.71248694635065,0.6129395824945255,27.0,79.62405955628543,0.5902326591508927,4.0,morning,0.6045038274544106
0.2886305532402557,172.2400236653401,0.9430758377447076,39.0,75.40230349283823,0.4076328579796557,7.0,afternoon,0.3243312446620757
0.5812382214226123,294.0578534720295,0.2406927118325049,83.0,3.5938674921553337,0.4695255420438626,5.0,evening,0.5477244176089874
0.1543627152742023,127.5993049791878,0.121501376300918,96.0,39.47343538448281,0.0283112744026677,7.0,afternoon,0.1165472830127419
0.4811401018548175,90.0597021689959,0.1974704898599373,75.0,93.080729731649,0.2100293495162816,8.0,afternoon,0.3998068761532566
0.5325894325515859,222.00072250266663,0.8869249002092695,14.0,12.572426899222622,0.2810380813810282,7.0,afternoon,0.4571240272004185
0.0518235368224269,174.89728878236946,0.645810812655206,40.0,73.70965504320512,0.7129600078588058,9.0,morning,0.2501644781333405
0.3366042781939206,148.93835914346434,0.2859067892391601,38.0,97.45918113353297,0.0114924732981153,4.0,afternoon,0.2390707367251789
0.1344146769389742,235.4178223649677,0.8159469389686173,1.0,5.219862904497163,0.408777261229132,4.0,afternoon,0.2167234522260215
0.0633749704727677,212.19003568856,0.861369996363436,62.0,68.21938806266104,0.9240268704257328,7.0,morning,0.3215705404586572
0.9899602323899452,171.79606846316358,0.846514338690278,28.0,46.81541413010304,0.1118806165491238,4.0,evening,0.7265363476376987
0.3223538449747229,135.9847800664553,0.9189265336395545,73.0,57.917525537472216,0.516424388218611,9.0,evening,0.3805750079478893
0.8098744458546349,243.62286641400723,0.2522410201733616,65.0,8.534133648432485,0.786522382390847,4.0,afternoon,0.8028688268154984
0.2546406547637638,232.51005889793305,0.7550419287462783,50.0,4.3006951866939485,0.9425313075201168,7.0,morning,0.4610078505906697
0.6815027222239293,195.0412068110309,0.46053949727414,74.0,66.68666605509218,0.746776639533718,6.0,evening,0.7010848974168659
0.7602278598896866,292.3318498023833,0.8419985528900615,76.0,82.33094298207179,0.7205655486444061,6.0,afternoon,0.7483291665161024
0.5956387406078443,146.49576168369236,0.7284906771616132,9.0,78.20153349329672,0.8264880901957624,5.0,afternoon,0.6648935454842198
0.4715761885501583,123.72374145376304,0.7764474464997246,13.0,54.38057278662374,0.4462012209775436,4.0,morning,0.4639636982783739
0.4118409141472685,165.40459650593775,0.6561618376810715,81.0,9.986682113617816,0.8058445326178331,7.0,afternoon,0.5300419996884378
0.3488682665429953,197.7206991822251,0.1774287694697068,50.0,68.80444438360138,0.0079644047454511,4.0,evening,0.246597108003732
0.9295291442478258,212.16697246613447,0.5450269188969383,72.0,24.1888883554146,0.9245610553768048,8.0,morning,0.9280387175865196
0.8306194077877291,187.9381971071835,0.9846697395245082,38.0,91.10687027673836,0.4433065095171753,9.0,evening,0.714425538306563
0.9650269106665126,217.60276982571483,0.9373880664971188,27.0,83.82653595457049,0.5533801878657476,4.0,evening,0.8415328938262829
0.1242972234855447,137.4230287904778,0.0431737357970116,2.0,70.93829670873909,0.2548822489148823,4.0,evening,0.163472731114346
