date,starttime,endtime,session_id,block_focus,keystroke_intervals_mean,burstiness,scroll_rate,idle_time_percent,microEMA,sleep_hours_prev_night,action,reward
2025-12-19,21:36,22:40,20251219_night_9543,0.5603032262206986,263.1600466160021,0.7983420297220999,26.855386603981017,16.547000983258215,0.8090765196112029,6.466675521039932,night,0.7850919458955523
2025-12-19,07:15,08:33,20251219_morning_5289,0.5382128957440129,256.841010880361,0.612608647203172,53.6288346227825,41.19254125257578,0.52086083596041,7.119350790886767,morning,0.6492119948270281
2025-12-20,18:33,19:08,20251220_evening_5531,0.6809360166706229,277.23592667758174,0.7208074541352318,15.507701017326255,75.13177757163513,0.8696843339545044,7.954174472415264,evening,0.9177432994648298
2025-12-20,06:59,06:55,20251220_morning_1511,0.9045664731923844,290.9142528996124,0.727788389682186,37.69205250658423,63.02637221754574,0.5597802333188164,7.642636124529944,morning,0.5556098343015818
2025-12-21,15:41,16:08,20251221_afternoon_5308,0.7049409178871715,217.63373126023362,0.5501627358130488,66.45554233674305,49.8470853767802,0.6250117582306086,7.014396983834915,afternoon,0.782811292045319
2025-12-21,10:08,11:17,20251221_morning_1717,0.6270299197250597,215.48440289135021,0.7057364859508749,11.272892311057303,17.746763167702504,0.899019495654414,7.047938064520522,morning,0.5110425753223602
2025-12-22,17:04,18:57,20251222_evening_4198,0.8345934778894617,173.11577692068087,0.4755296865890244,71.7246853933478,10.091245328322849,0.8266927898881771,7.995853287266959,evening,0.8734981812461905
2025-12-22,17:36,18:10,20251222_evening_5524,0.6452395683472841,248.81649682075914,0.7996693171857824,12.903183286220864,30.020815349868826,0.5293527820143564,6.930150842407054,evening,0.9344265106353374
2025-12-23,17:31,18:14,20251223_evening_4319,0.8087917346192337,224.6208543571364,0.7566566929484664,66.9990029681742,7.446410256474563,0.7498893941470033,7.3587093032099595,evening,0.8721798443794508
2025-12-23,17:47,18:22,20251223_evening_6210,0.8886472916975607,182.73835596824017,0.6285969765336955,53.74224457677499,44.41824275391696,0.7415918560195814,8.376674767921351,evening,0.9429125783835725
2025-12-24,21:31,22:05,20251224_night_5335,0.5210208467478182,210.3924587004067,0.7950032729218293,98.18194738373089,17.631305740081984,0.525357631228318,7.945162825223076,night,0.7054578518579551
2025-12-24,09:36,09:25,20251224_morning_1691,0.6261608011112201,273.01469657562535,0.6541874483466164,83.11281348371645,8.22378238027036,0.5068688228957923,6.500081943074731,morning,0.5776624280107411
2025-12-25,22:59,23:20,20251225_night_1520,0.9196585895544391,210.83974720221767,0.7626831059406891,32.56916806982214,30.47454901484113,0.8716592888138506,5.314760913061827,night,0.919474151663137
2025-12-25,22:29,23:33,20251225_night_3630,0.5977424778487602,280.7494065286146,0.5314085687524821,46.690828177851635,56.265672748926924,0.6494300355385139,6.954256603355017,night,0.8580932796538938
